type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-10-13 06:18:34,-33.91749925,151.22839129,4.75,48.541,22.188,0.906,111,45,49,,
T,2023-10-13 06:18:35,-33.91750241,151.22840323,4.22,48.515,22.188,0.830,116,45,49,,
T,2023-10-13 06:18:36,-33.91750533,151.22841626,4.09,48.528,22.188,0.929,106,45,49,,
T,2023-10-13 06:18:37,-33.91750905,151.22842714,4.17,48.305,22.188,1.095,115,46,49,,
T,2023-10-13 06:18:38,-33.91751707,151.22844137,4.27,47.964,22.188,1.158,125,46,49,,
T,2023-10-13 06:18:39,-33.91752347,151.22845881,4.32,47.760,22.188,0.995,124,46,49,,
T,2023-10-13 06:18:40,-33.91752597,151.22847147,4.70,47.477,22.188,0.932,82,46,49,,
T,2023-10-13 06:18:41,-33.91752664,151.22848390,4.70,47.331,22.188,1.046,90,45,49,,
T,2023-10-13 06:18:42,-33.91752776,151.22849977,4.70,46.853,22.188,1.025,109,45,49,,
T,2023-10-13 06:18:43,-33.91753058,151.22851712,4.70,46.425,22.188,1.076,111,45,49,,
T,2023-10-13 06:18:44,-33.91753455,151.22853282,4.70,46.150,22.188,1.041,111,45,49,,
T,2023-10-13 06:18:45,-33.91753917,151.22854620,4.70,45.805,22.188,1.224,98,45,49,,
T,2023-10-13 06:18:46,-33.91754178,151.22855892,4.70,45.908,22.188,0.962,101,45,49,,
T,2023-10-13 06:18:47,-33.91754420,151.22856869,4.70,45.878,22.187,0.884,103,45,49,,
T,2023-10-13 06:18:48,-33.91754533,151.22858489,4.70,45.967,22.187,1.083,125,45,49,,
T,2023-10-13 06:18:49,-33.91754813,151.22859913,4.70,45.970,22.187,1.012,125,45,49,,
T,2023-10-13 06:18:50,-33.91755097,151.22861263,4.70,45.804,22.187,0.858,126,45,49,,
T,2023-10-13 06:18:51,-33.91755495,151.22862180,4.70,45.526,22.187,0.833,124,45,49,,
T,2023-10-13 06:18:52,-33.91755542,151.22863244,4.70,45.559,22.187,1.180,120,45,49,,
T,2023-10-13 06:18:53,-33.91755327,151.22864257,4.70,45.326,22.187,1.425,110,45,49,,
T,2023-10-13 06:18:54,-33.91755241,151.22865326,4.70,44.861,22.187,1.533,110,45,49,,
T,2023-10-13 06:18:55,-33.91755286,151.22866323,4.70,44.592,22.187,1.522,111,45,49,,
T,2023-10-13 06:18:56,-33.91755340,151.22867542,4.70,44.416,22.187,1.497,113,44,49,,
T,2023-10-13 06:18:57,-33.91755376,151.22868350,4.70,44.395,22.187,1.459,112,44,49,,
T,2023-10-13 06:18:58,-33.91755409,151.22869093,4.70,44.221,22.187,1.510,121,43,49,,
T,2023-10-13 06:18:59,-33.91755637,151.22870722,4.70,44.115,22.187,1.590,119,44,49,,
T,2023-10-13 06:19:00,-33.91755986,151.22872271,4.70,43.986,22.187,1.566,121,43,49,,
T,2023-10-13 06:19:01,-33.91755970,151.22873647,4.70,43.915,22.187,1.514,118,43,49,,
T,2023-10-13 06:19:02,-33.91755891,151.22874689,4.70,43.562,22.187,1.265,117,43,49,,
T,2023-10-13 06:19:03,-33.91755110,151.22875155,4.70,43.207,22.187,1.084,113,43,49,,
T,2023-10-13 06:19:04,-33.91754240,151.22875996,4.70,43.092,22.187,1.183,115,44,49,,
T,2023-10-13 06:19:05,-33.91753483,151.22878051,4.70,43.438,22.187,1.278,108,45,49,,
T,2023-10-13 06:19:06,-33.91753437,151.22879782,4.70,43.591,22.187,1.337,102,45,49,,
T,2023-10-13 06:19:07,-33.91753731,151.22881459,4.70,43.480,22.187,1.377,101,45,49,,
T,2023-10-13 06:19:08,-33.91754313,151.22883411,4.70,43.594,22.187,1.408,101,45,49,,
T,2023-10-13 06:19:09,-33.91754877,151.22885476,4.70,43.841,22.187,1.434,106,45,49,,
T,2023-10-13 06:19:10,-33.91755097,151.22887388,4.70,43.915,22.187,1.449,107,46,49,,
T,2023-10-13 06:19:11,-33.91755039,151.22888401,4.70,43.721,22.187,1.455,112,45,49,,
T,2023-10-13 06:19:12,-33.91756133,151.22889601,4.70,43.614,22.187,1.239,114,45,49,,
T,2023-10-13 06:19:13,-33.91756987,151.22890207,4.70,43.466,22.187,1.287,126,45,49,,
T,2023-10-13 06:19:14,-33.91757685,151.22891170,4.70,43.436,22.187,1.330,126,45,49,,
T,2023-10-13 06:19:15,-33.91758793,151.22892487,4.70,43.451,22.187,1.135,125,45,49,,
T,2023-10-13 06:19:16,-33.91760023,151.22894193,4.64,43.569,22.187,1.340,113,44,49,,
T,2023-10-13 06:19:17,-33.91759806,151.22894693,3.88,43.877,22.187,1.302,126,44,49,,
T,2023-10-13 06:19:18,-33.91760853,151.22895923,4.03,44.208,22.187,1.077,131,44,49,,
T,2023-10-13 06:19:19,-33.91761865,151.22897556,4.19,44.217,22.187,1.043,124,44,49,,
T,2023-10-13 06:19:20,-33.91762160,151.22898648,4.70,43.986,22.186,1.299,118,44,49,,
T,2023-10-13 06:19:21,-33.91762795,151.22899687,4.70,43.877,22.186,1.295,123,44,49,,
T,2023-10-13 06:19:22,-33.91763659,151.22901103,4.70,44.217,22.186,1.261,115,44,49,,
T,2023-10-13 06:19:23,-33.91764858,151.22902628,4.70,44.473,22.186,0.878,116,44,49,,
T,2023-10-13 06:19:24,-33.91765477,151.22903858,4.70,44.186,22.186,0.692,115,44,49,,
T,2023-10-13 06:19:25,-33.91765671,151.22905326,4.70,44.434,22.186,0.941,113,44,49,,
T,2023-10-13 06:19:26,-33.91765805,151.22906716,4.70,44.583,22.186,1.265,109,45,49,,
T,2023-10-13 06:19:27,-33.91766303,151.22908172,4.70,44.167,22.186,1.478,101,44,49,,
T,2023-10-13 06:19:28,-33.91766455,151.22909415,4.70,44.012,22.186,1.419,95,45,49,,
T,2023-10-13 06:19:29,-33.91766231,151.22910482,4.70,43.898,22.186,1.260,89,46,49,,
T,2023-10-13 06:19:30,-33.91766061,151.22911102,4.70,44.091,22.186,0.734,85,46,49,,
T,2023-10-13 06:19:31,-33.91766139,151.22911900,4.70,44.357,22.186,0.637,80,46,49,,
T,2023-10-13 06:19:32,-33.91766124,151.22913136,4.70,44.556,22.186,1.050,81,45,49,,
T,2023-10-13 06:19:33,-33.91765826,151.22914164,4.70,44.129,22.186,0.965,79,45,49,,
T,2023-10-13 06:19:34,-33.91765264,151.22914768,4.70,43.694,22.186,0.712,78,45,49,,
T,2023-10-13 06:19:35,-33.91762742,151.22915352,4.70,43.378,22.186,0.690,78,45,49,,
T,2023-10-13 06:19:36,-33.91761073,151.22916228,4.70,43.419,22.186,0.908,75,45,49,,
T,2023-10-13 06:19:37,-33.91760128,151.22916943,4.70,43.542,22.186,0.845,74,45,49,,
T,2023-10-13 06:19:38,-33.91760207,151.22918041,4.70,43.607,22.186,0.757,70,45,49,,
T,2023-10-13 06:19:39,-33.91760531,151.22919780,4.70,43.575,22.186,0.956,72,45,49,,
T,2023-10-13 06:19:40,-33.91760703,151.22920908,4.70,43.723,22.186,1.158,80,45,49,,
T,2023-10-13 06:19:41,-33.91759602,151.22921287,4.70,43.913,22.186,1.252,91,45,49,,
T,2023-10-13 06:19:42,-33.91758922,151.22921357,4.70,44.178,22.186,1.079,77,45,49,,
T,2023-10-13 06:19:43,-33.91758979,151.22922911,4.70,44.434,22.186,0.938,77,46,49,,
T,2023-10-13 06:19:44,-33.91759311,151.22925037,4.70,44.492,22.186,1.048,86,47,49,,
T,2023-10-13 06:19:45,-33.91759506,151.22928236,4.70,44.473,22.186,1.173,86,47,49,,
T,2023-10-13 06:19:46,-33.91759132,151.22930138,4.70,44.689,22.186,1.049,94,47,49,,
T,2023-10-13 06:19:47,-33.91759002,151.22930578,4.70,45.066,22.186,0.923,87,47,49,,
T,2023-10-13 06:19:48,-33.91759140,151.22930735,4.70,45.200,22.186,1.013,88,47,49,,
T,2023-10-13 06:19:49,-33.91761205,151.22931751,4.70,45.066,22.186,1.099,127,47,49,,
T,2023-10-13 06:19:50,-33.91761468,151.22933239,4.70,45.170,22.186,0.997,124,47,49,,
T,2023-10-13 06:19:51,-33.91762149,151.22934747,4.70,44.874,22.186,0.912,112,46,49,,
T,2023-10-13 06:19:52,-33.91762212,151.22935225,4.70,44.184,22.186,1.049,127,46,49,,
T,2023-10-13 06:19:53,-33.91763636,151.22936102,4.70,44.026,22.186,1.159,113,46,49,,
T,2023-10-13 06:19:54,-33.91763551,151.22937148,4.70,43.917,22.186,1.227,113,47,49,,
T,2023-10-13 06:19:55,-33.91763671,151.22937370,4.70,43.913,22.186,1.272,114,47,49,,
T,2023-10-13 06:19:56,-33.91765660,151.22938353,4.70,43.399,22.186,1.108,112,47,49,,
T,2023-10-13 06:19:57,-33.91766738,151.22939556,4.70,42.820,22.186,1.182,117,47,49,,
T,2023-10-13 06:19:58,-33.91768027,151.22940238,4.70,42.493,22.186,1.231,120,47,49,,
T,2023-10-13 06:19:59,-33.91769843,151.22941226,4.70,41.978,22.185,1.071,150,46,49,,
T,2023-10-13 06:20:00,-33.91772425,151.22942175,4.70,41.323,22.185,1.174,167,46,49,,
T,2023-10-13 06:20:01,-33.91775058,151.22942893,4.70,41.233,22.185,1.030,168,46,49,,
T,2023-10-13 06:20:02,-33.91774973,151.22943335,4.70,41.412,22.185,1.184,191,46,49,,
T,2023-10-13 06:20:03,-33.91775430,151.22943900,4.70,41.726,22.185,1.299,190,46,49,,
T,2023-10-13 06:20:04,-33.91777607,151.22943940,4.70,41.719,22.185,1.160,177,46,50,,
T,2023-10-13 06:20:05,-33.91777487,151.22946131,4.70,41.584,22.185,1.065,138,46,50,,
T,2023-10-13 06:20:06,-33.91778158,151.22947303,4.70,41.651,22.185,1.100,120,46,50,,
T,2023-10-13 06:20:07,-33.91777979,151.22948147,4.70,41.747,22.185,1.168,110,46,50,,
T,2023-10-13 06:20:08,-33.91778389,151.22949748,4.70,42.048,22.185,1.200,91,46,50,,
T,2023-10-13 06:20:09,-33.91778218,151.22951123,4.70,42.083,22.185,1.242,88,47,50,,
T,2023-10-13 06:20:10,-33.91778244,151.22952883,4.70,42.062,22.185,1.300,74,47,50,,
T,2023-10-13 06:20:11,-33.91777228,151.22954427,4.70,41.939,22.185,1.125,67,47,50,,
T,2023-10-13 06:20:12,-33.91777461,151.22955651,4.70,41.875,22.185,1.229,45,46,50,,
T,2023-10-13 06:20:13,-33.91777671,151.22956697,4.70,42.001,22.185,1.580,58,46,50,,
T,2023-10-13 06:20:14,-33.91777283,151.22957558,4.70,41.998,22.185,1.390,56,46,50,,
T,2023-10-13 06:20:15,-33.91776307,151.22958328,4.70,41.871,22.185,1.418,65,46,50,,
T,2023-10-13 06:20:16,-33.91774804,151.22958340,4.70,41.621,22.185,1.429,62,46,50,,
T,2023-10-13 06:20:17,-33.91774085,151.22958891,4.70,41.963,22.185,1.215,51,46,50,,
T,2023-10-13 06:20:18,-33.91774024,151.22960172,4.70,42.086,22.185,1.279,58,46,50,,
T,2023-10-13 06:20:19,-33.91774164,151.22961739,4.70,41.957,22.185,1.319,76,46,50,,
T,2023-10-13 06:20:20,-33.91774231,151.22962946,4.70,42.049,22.185,1.128,78,47,50,,
T,2023-10-13 06:20:21,-33.91774081,151.22964168,4.70,42.098,22.185,1.204,93,47,50,,
T,2023-10-13 06:20:22,-33.91774145,151.22965360,4.70,42.068,22.185,1.252,92,47,50,,
T,2023-10-13 06:20:23,-33.91774324,151.22966496,4.70,41.821,22.185,1.072,74,47,50,,
T,2023-10-13 06:20:24,-33.91774303,151.22967440,5.06,42.243,22.185,1.170,74,48,50,,
T,2023-10-13 06:20:25,-33.91773931,151.22967703,5.39,42.052,22.185,1.291,24,48,50,,
T,2023-10-13 06:20:26,-33.91773876,151.22968898,5.27,41.638,22.185,1.402,65,48,50,,
T,2023-10-13 06:20:27,-33.91774125,151.22970423,5.11,41.315,22.185,1.430,60,48,50,,
T,2023-10-13 06:20:28,-33.91773155,151.22971778,4.70,41.028,22.185,1.213,62,48,50,,
T,2023-10-13 06:20:29,-33.91773443,151.22973454,4.70,40.711,22.185,1.060,75,48,50,,
T,2023-10-13 06:20:30,-33.91772425,151.22974247,4.70,40.562,22.185,1.052,74,48,50,,
T,2023-10-13 06:20:31,-33.91771709,151.22975297,4.70,40.381,22.185,1.033,76,48,50,,
T,2023-10-13 06:20:32,-33.91771598,151.22976305,4.70,40.273,22.185,1.213,51,48,50,,
T,2023-10-13 06:20:33,-33.91771725,151.22976366,4.70,40.158,22.185,1.699,72,47,50,,
T,2023-10-13 06:20:34,-33.91772230,151.22977287,5.49,40.243,22.185,1.422,81,47,49,,
T,2023-10-13 06:20:35,-33.91772912,151.22978528,6.16,40.314,22.185,1.213,85,47,49,,
T,2023-10-13 06:20:36,-33.91773217,151.22979084,6.81,40.440,22.185,1.211,119,46,49,,
T,2023-10-13 06:20:37,-33.91773486,151.22979574,6.46,40.300,22.185,1.176,125,46,49,,
T,2023-10-13 06:20:38,-33.91774126,151.22980740,6.30,40.128,22.185,1.206,131,46,49,,
T,2023-10-13 06:20:39,-33.91774708,151.22981592,5.88,39.581,22.185,1.048,130,46,49,,
T,2023-10-13 06:20:40,-33.91774904,151.22981929,5.28,39.386,22.185,0.932,129,46,49,,
T,2023-10-13 06:20:41,-33.91774958,151.22982839,4.70,39.302,22.185,1.031,143,46,49,,
T,2023-10-13 06:20:42,-33.91775245,151.22983025,4.70,39.059,22.185,1.104,139,45,49,,
T,2023-10-13 06:20:43,-33.91775804,151.22983832,4.70,38.963,22.185,1.187,129,45,49,,
T,2023-10-13 06:20:44,-33.91776003,151.22985688,4.70,39.114,22.184,1.047,120,45,49,,
T,2023-10-13 06:20:45,-33.91775755,151.22987800,4.70,39.314,22.184,0.937,97,45,49,,
T,2023-10-13 06:20:46,-33.91775552,151.22989201,4.70,39.327,22.184,1.066,91,46,49,,
T,2023-10-13 06:20:47,-33.91775737,151.22989752,4.70,39.421,22.184,1.152,96,46,49,,
T,2023-10-13 06:20:48,-33.91776276,151.22990479,4.75,39.470,22.184,1.163,101,46,49,,
T,2023-10-13 06:20:49,-33.91776800,151.22991265,4.58,39.297,22.184,1.005,101,47,49,,
T,2023-10-13 06:20:50,-33.91777424,151.22992195,4.50,39.160,22.184,1.084,102,47,49,,
T,2023-10-13 06:20:51,-33.91777534,151.22993567,4.36,39.166,22.184,1.348,114,47,49,,
T,2023-10-13 06:20:52,-33.91777142,151.22994823,4.29,39.136,22.184,1.324,114,46,49,,
T,2023-10-13 06:20:53,-33.91778012,151.22996684,4.40,38.963,22.184,1.115,115,46,49,,
T,2023-10-13 06:20:54,-33.91777957,151.22998441,4.50,38.970,22.184,0.958,116,45,49,,
T,2023-10-13 06:20:55,-33.91777200,151.23000406,4.40,38.656,22.184,1.050,114,45,49,,
T,2023-10-13 06:20:56,-33.91776460,151.23001925,4.50,38.500,22.184,1.126,106,45,49,,
T,2023-10-13 06:20:57,-33.91774975,151.23003284,4.29,38.365,22.184,0.986,103,45,49,,
T,2023-10-13 06:20:58,-33.91774310,151.23004151,4.10,38.315,22.184,0.909,107,45,49,,
T,2023-10-13 06:20:59,-33.91773539,151.23005045,4.12,38.538,22.184,1.057,112,45,49,,
T,2023-10-13 06:21:00,-33.91773525,151.23006034,4.21,38.578,22.184,0.945,111,45,49,,
T,2023-10-13 06:21:01,-33.91772332,151.23007740,4.20,38.498,22.184,0.881,110,45,49,,
T,2023-10-13 06:21:02,-33.91771498,151.23010357,4.41,38.555,22.184,1.057,109,45,49,,
T,2023-10-13 06:21:03,-33.91770690,151.23013461,4.59,38.837,22.184,0.971,108,46,49,,
T,2023-10-13 06:21:04,-33.91769644,151.23015324,4.39,39.314,22.184,0.895,91,47,49,,
T,2023-10-13 06:21:05,-33.91770583,151.23016591,4.13,39.234,22.184,1.111,92,46,49,,
T,2023-10-13 06:21:06,-33.91770623,151.23017175,3.91,39.025,22.184,1.292,94,46,49,,
T,2023-10-13 06:21:07,-33.91769494,151.23017529,4.09,38.714,22.184,1.414,98,46,49,,
T,2023-10-13 06:21:08,-33.91768393,151.23018768,3.91,38.539,22.184,1.461,102,46,49,,
T,2023-10-13 06:21:09,-33.91767906,151.23020099,4.01,38.151,22.184,1.256,106,46,49,,
T,2023-10-13 06:21:10,-33.91767223,151.23021783,4.21,37.840,22.184,1.136,137,45,49,,
T,2023-10-13 06:21:11,-33.91766106,151.23022863,4.61,37.634,22.184,1.310,144,45,49,,
T,2023-10-13 06:21:12,-33.91765031,151.23024190,4.14,37.556,22.184,1.455,150,45,49,,
T,2023-10-13 06:21:13,-33.91769490,151.23025788,4.30,37.352,22.184,1.548,150,45,49,,
T,2023-10-13 06:21:14,-33.91769283,151.23026590,4.47,37.043,22.184,1.585,138,45,49,,
T,2023-10-13 06:21:15,-33.91769091,151.23026457,4.63,36.601,22.184,1.629,139,45,49,,
T,2023-10-13 06:21:16,-33.91770110,151.23027186,4.58,36.547,22.184,1.413,140,45,49,,
T,2023-10-13 06:21:17,-33.91770197,151.23027994,4.90,36.746,22.184,1.284,138,45,49,,
T,2023-10-13 06:21:18,-33.91769772,151.23029360,5.00,36.911,22.184,1.750,155,46,49,,
T,2023-10-13 06:21:19,-33.91769068,151.23030860,4.70,36.951,22.184,1.813,154,46,49,,
T,2023-10-13 06:21:20,-33.91768572,151.23032618,4.70,36.979,22.184,1.802,151,46,49,,
T,2023-10-13 06:21:21,-33.91766373,151.23034324,4.70,36.981,22.184,2.077,156,46,49,,
T,2023-10-13 06:21:22,-33.91772057,151.23035419,4.70,37.122,22.184,1.959,153,46,49,,
T,2023-10-13 06:21:23,-33.91775494,151.23036837,4.70,37.134,22.184,1.316,137,46,49,,
T,2023-10-13 06:21:24,-33.91777817,151.23037740,4.70,37.245,22.184,0.827,134,45,49,,
T,2023-10-13 06:21:25,-33.91780253,151.23038446,4.93,37.449,22.183,0.972,134,45,49,,
T,2023-10-13 06:21:26,-33.91782567,151.23038951,4.53,37.403,22.183,1.067,121,45,49,,
T,2023-10-13 06:21:27,-33.91784850,151.23039331,4.31,37.435,22.183,1.161,101,45,49,,
T,2023-10-13 06:21:28,-33.91786372,151.23039703,4.42,37.269,22.183,1.156,100,45,49,,
T,2023-10-13 06:21:29,-33.91787913,151.23040347,4.57,37.030,22.183,1.110,51,45,49,,
T,2023-10-13 06:21:30,-33.91788984,151.23041010,4.76,36.721,22.183,1.066,91,45,49,,
T,2023-10-13 06:21:31,-33.91790410,151.23042440,4.55,36.511,22.183,1.473,96,46,49,,
T,2023-10-13 06:21:32,-33.91791657,151.23044073,4.69,36.756,22.183,1.545,99,46,49,,
T,2023-10-13 06:21:33,-33.91792799,151.23045170,4.24,36.951,22.183,1.492,99,46,49,,
T,2023-10-13 06:21:34,-33.91793620,151.23046165,4.29,37.079,22.183,1.495,100,46,49,,
T,2023-10-13 06:21:35,-33.91794537,151.23046994,3.98,37.408,22.183,1.304,102,46,49,,
T,2023-10-13 06:21:36,-33.91794706,151.23048500,4.21,37.781,22.183,1.286,103,46,49,,
T,2023-10-13 06:21:37,-33.91794805,151.23049376,4.30,38.185,22.183,1.398,107,46,49,,
T,2023-10-13 06:21:38,-33.91794900,151.23050224,4.56,38.146,22.183,1.466,131,46,49,,
T,2023-10-13 06:21:39,-33.91795049,151.23051545,4.63,38.247,22.183,1.528,120,46,49,,
T,2023-10-13 06:21:40,-33.91795215,151.23053027,4.71,38.375,22.183,1.316,112,46,49,,
T,2023-10-13 06:21:41,-33.91791488,151.23055468,4.72,38.627,22.183,1.161,80,46,49,,
T,2023-10-13 06:21:42,-33.91788292,151.23057437,4.40,38.925,22.183,1.307,64,46,49,,
T,2023-10-13 06:21:43,-33.91783703,151.23059529,4.21,39.359,22.183,1.408,48,46,49,,
T,2023-10-13 06:21:44,-33.91779100,151.23061379,4.18,39.776,22.183,1.474,41,46,49,,
T,2023-10-13 06:21:45,-33.91774279,151.23063936,4.61,40.483,22.183,1.524,32,46,49,,
T,2023-10-13 06:21:46,-33.91771961,151.23065253,4.82,41.016,22.183,1.311,29,46,49,,
T,2023-10-13 06:21:47,-33.91771288,151.23067029,4.70,41.645,22.183,1.173,35,46,49,,
T,2023-10-13 06:21:48,-33.91768707,151.23069207,4.70,42.497,22.183,1.620,46,46,49,,
T,2023-10-13 06:21:49,-33.91765649,151.23070912,4.70,43.172,22.184,1.973,44,46,49,,
T,2023-10-13 06:21:50,-33.91765739,151.23071188,4.70,43.871,22.184,1.988,26,46,49,,
T,2023-10-13 06:21:51,-33.91766221,151.23071921,4.99,44.133,22.184,1.979,34,46,49,,
T,2023-10-13 06:21:52,-33.91767059,151.23073788,4.70,44.380,22.183,1.884,39,46,49,,
T,2023-10-13 06:21:53,-33.91765916,151.23077179,4.97,44.685,22.183,1.555,44,46,49,,
T,2023-10-13 06:21:54,-33.91767914,151.23079939,4.79,45.051,22.183,1.105,66,46,49,,
T,2023-10-13 06:21:55,-33.91770426,151.23082024,4.31,45.274,22.183,1.187,76,46,49,,
T,2023-10-13 06:21:56,-33.91772160,151.23083559,3.85,45.562,22.183,1.158,87,46,49,,
T,2023-10-13 06:21:57,-33.91773495,151.23084814,3.88,45.999,22.183,1.154,92,46,49,,
T,2023-10-13 06:21:58,-33.91773640,151.23085723,3.62,46.421,22.183,0.998,92,46,49,,
T,2023-10-13 06:21:59,-33.91774007,151.23086624,3.68,46.742,22.183,1.091,89,46,49,,
T,2023-10-13 06:22:00,-33.91774597,151.23088148,4.00,47.154,22.183,1.499,92,46,49,,
T,2023-10-13 06:22:01,-33.91775133,151.23089443,4.21,47.586,22.183,1.412,107,46,49,,
T,2023-10-13 06:22:02,-33.91775867,151.23090246,4.15,47.900,22.183,1.155,112,46,49,,
T,2023-10-13 06:22:03,-33.91775678,151.23090079,4.13,47.963,22.183,0.749,112,46,49,,
T,2023-10-13 06:22:04,-33.91776608,151.23091069,4.34,48.415,22.183,0.741,109,46,49,,
T,2023-10-13 06:22:05,-33.91777445,151.23092079,4.36,48.634,22.183,1.149,122,46,49,,
T,2023-10-13 06:22:06,-33.91779204,151.23092979,4.49,49.150,22.183,1.345,123,46,49,,
T,2023-10-13 06:22:07,-33.91780774,151.23093511,4.74,49.311,22.183,0.838,126,46,49,,
T,2023-10-13 06:22:08,-33.91781483,151.23093511,4.84,49.455,22.182,0.626,127,46,49,,
T,2023-10-13 06:22:09,-33.91783115,151.23093189,4.46,49.878,22.182,0.821,128,46,49,,
T,2023-10-13 06:22:10,-33.91784728,151.23093071,4.33,50.117,22.182,0.857,129,46,49,,
T,2023-10-13 06:22:11,-33.91785970,151.23093116,4.18,50.250,22.182,0.885,130,46,49,,
T,2023-10-13 06:22:12,-33.91787121,151.23093613,3.88,50.323,22.182,1.076,126,47,49,,
T,2023-10-13 06:22:13,-33.91788018,151.23093965,3.65,50.584,22.182,0.786,95,47,49,,
T,2023-10-13 06:22:14,-33.91788655,151.23093745,3.76,50.540,22.182,0.134,95,47,49,,
T,2023-10-13 06:22:15,-33.91789213,151.23093859,4.23,50.632,22.182,0.470,201,47,49,,
T,2023-10-13 06:22:16,-33.91789876,151.23094163,3.98,50.559,22.182,0.536,195,47,49,,
T,2023-10-13 06:22:17,-33.91790462,151.23094195,3.84,50.531,22.182,0.590,23,47,49,,
T,2023-10-13 06:22:18,-33.91790441,151.23094324,3.66,50.486,22.182,0.608,25,47,49,,
T,2023-10-13 06:22:19,-33.91790441,151.23094324,3.47,50.486,22.182,0.425,21,47,49,,
T,2023-10-13 06:22:20,-33.91790441,151.23094324,2.62,50.486,22.182,0.298,21,47,49,,
T,2023-10-13 06:22:21,-33.91790441,151.23094324,2.45,50.486,22.182,0.208,20,45,49,,
T,2023-10-13 06:22:22,-33.91790441,151.23094324,2.40,50.486,22.182,0.146,20,45,49,,
T,2023-10-13 06:22:23,-33.91790441,151.23094324,2.34,50.486,22.182,0.102,20,45,49,,
T,2023-10-13 06:22:24,-33.91790441,151.23094324,2.32,50.486,22.182,0.072,20,44,49,,
T,2023-10-13 06:22:25,-33.91790441,151.23094324,2.61,50.486,22.182,0.050,20,44,49,,
T,2023-10-13 06:22:26,-33.91790441,151.23094324,2.86,50.486,22.182,0.035,20,43,49,,
T,2023-10-13 06:22:27,-33.91790441,151.23094324,2.77,50.486,22.182,0.025,20,43,49,,
T,2023-10-13 06:22:28,-33.91790441,151.23094324,2.76,50.486,22.182,0.017,20,42,49,,
T,2023-10-13 06:22:29,-33.91790441,151.23094324,2.80,50.486,22.182,0.012,20,42,49,,
T,2023-10-13 06:22:30,-33.91790441,151.23094324,2.46,50.486,22.182,0.008,20,42,49,,
T,2023-10-13 06:22:31,-33.91790441,151.23094324,2.44,50.486,22.182,0.006,20,41,49,,
T,2023-10-13 06:22:32,-33.91790441,151.23094324,2.53,50.486,22.182,0.004,20,40,49,,
T,2023-10-13 06:22:33,-33.91790441,151.23094324,2.65,50.486,22.182,0.003,20,40,49,,
T,2023-10-13 06:22:34,-33.91790441,151.23094324,2.74,50.486,22.182,0.002,20,40,49,,
T,2023-10-13 06:22:35,-33.91790441,151.23094324,3.02,50.486,22.182,0.001,20,40,49,,
T,2023-10-13 06:22:36,-33.91790441,151.23094324,3.29,50.486,22.182,0.001,20,40,49,,
T,2023-10-13 06:22:37,-33.91790441,151.23094324,3.77,50.486,22.182,0.001,20,39,49,,
T,2023-10-13 06:22:38,-33.91790441,151.23094324,4.40,50.486,22.182,0.000,20,38,49,,
T,2023-10-13 06:22:39,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:40,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:41,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:42,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:43,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:44,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:45,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:46,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:47,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:48,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:49,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:50,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,37,49,,
T,2023-10-13 06:22:51,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,36,49,,
T,2023-10-13 06:22:52,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,35,49,,
T,2023-10-13 06:22:53,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,35,49,,
T,2023-10-13 06:22:54,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,34,49,,
T,2023-10-13 06:22:55,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,34,49,,
T,2023-10-13 06:22:56,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,35,49,,
T,2023-10-13 06:22:57,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,35,49,,
T,2023-10-13 06:22:58,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,35,49,,
T,2023-10-13 06:22:59,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,35,49,,
T,2023-10-13 06:23:00,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,34,49,,
T,2023-10-13 06:23:01,-33.91790441,151.23094324,4.90,50.486,22.182,0.000,20,35,49,,
