type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-10-13 05:31:29,-33.91898053,151.22975006,3.49,40.154,22.179,0.807,268,48,49,,
T,2023-10-13 05:31:30,-33.91898188,151.22973705,3.86,40.462,22.179,0.734,267,48,49,,
T,2023-10-13 05:31:31,-33.91898199,151.22972726,4.25,40.822,22.179,0.848,270,48,49,,
T,2023-10-13 05:31:32,-33.91897848,151.22972008,4.52,41.109,22.179,0.944,277,48,49,,
T,2023-10-13 05:31:33,-33.91897557,151.22971182,4.98,41.345,22.180,0.841,278,48,49,,
T,2023-10-13 05:31:34,-33.91897322,151.22969990,4.70,41.415,22.180,0.777,272,48,49,,
T,2023-10-13 05:31:35,-33.91896934,151.22969236,4.70,41.330,22.180,0.729,273,48,49,,
T,2023-10-13 05:31:36,-33.91896739,151.22968468,4.70,41.425,22.180,0.591,273,47,49,,
T,2023-10-13 05:31:37,-33.91896250,151.22968990,4.70,41.489,22.180,0.703,274,47,49,,
T,2023-10-13 05:31:38,-33.91896279,151.22967013,4.70,41.360,22.180,1.118,281,47,49,,
T,2023-10-13 05:31:39,-33.91895954,151.22965501,4.70,41.341,22.180,0.974,285,47,49,,
T,2023-10-13 05:31:40,-33.91895516,151.22964887,4.70,41.265,22.180,0.770,285,48,49,,
T,2023-10-13 05:31:41,-33.91895236,151.22964628,4.70,41.158,22.180,0.826,285,48,49,,
T,2023-10-13 05:31:42,-33.91895138,151.22964286,4.70,41.142,22.180,0.804,285,48,49,,
T,2023-10-13 05:31:43,-33.91895036,151.22963521,4.70,41.136,22.180,0.927,267,48,49,,
T,2023-10-13 05:31:44,-33.91894708,151.22962756,4.70,41.101,22.180,0.973,291,48,49,,
T,2023-10-13 05:31:45,-33.91894489,151.22961439,4.70,41.237,22.180,0.960,277,48,49,,
T,2023-10-13 05:31:46,-33.91894328,151.22960357,4.70,41.156,22.180,0.780,277,48,49,,
T,2023-10-13 05:31:47,-33.91894327,151.22959597,4.70,41.016,22.180,0.652,269,48,49,,
T,2023-10-13 05:31:48,-33.91894134,151.22958894,4.70,41.047,22.180,0.881,259,48,49,,
T,2023-10-13 05:31:49,-33.91894114,151.22957747,4.70,41.283,22.180,1.022,273,48,49,,
T,2023-10-13 05:31:50,-33.91894015,151.22956638,4.70,41.234,22.180,0.899,276,48,49,,
T,2023-10-13 05:31:51,-33.91893818,151.22955495,4.70,40.825,22.180,0.777,279,48,49,,
T,2023-10-13 05:31:52,-33.91893660,151.22954856,4.70,40.476,22.180,0.895,273,48,49,,
T,2023-10-13 05:31:53,-33.91893567,151.22953316,4.70,40.746,22.180,0.933,277,48,49,,
T,2023-10-13 05:31:54,-33.91893306,151.22951878,4.75,40.792,22.180,1.005,281,48,49,,
T,2023-10-13 05:31:55,-33.91893198,151.22950180,4.33,40.690,22.180,0.844,281,48,49,,
T,2023-10-13 05:31:56,-33.91893137,151.22948479,4.07,40.649,22.180,0.929,266,48,49,,
T,2023-10-13 05:31:57,-33.91893048,151.22946991,3.70,40.682,22.180,0.921,266,48,49,,
T,2023-10-13 05:31:58,-33.91893033,151.22945657,3.82,40.713,22.180,0.703,282,48,49,,
T,2023-10-13 05:31:59,-33.91893040,151.22944275,4.00,40.904,22.180,0.890,268,48,49,,
T,2023-10-13 05:32:00,-33.91893002,151.22942626,4.02,41.047,22.180,0.912,269,48,49,,
T,2023-10-13 05:32:01,-33.91892899,151.22941116,4.15,41.247,22.180,0.876,287,48,49,,
T,2023-10-13 05:32:02,-33.91892694,151.22939878,4.37,41.429,22.180,0.970,288,48,49,,
T,2023-10-13 05:32:03,-33.91892618,151.22938988,4.13,41.573,22.180,0.984,287,48,49,,
T,2023-10-13 05:32:04,-33.91892748,151.22938021,3.90,41.751,22.180,1.012,283,48,49,,
T,2023-10-13 05:32:05,-33.91892906,151.22936856,3.93,41.725,22.180,0.903,280,48,49,,
T,2023-10-13 05:32:06,-33.91892959,151.22935644,3.93,41.691,22.180,1.013,268,48,49,,
T,2023-10-13 05:32:07,-33.91893261,151.22934414,4.02,41.710,22.180,0.960,270,48,49,,
T,2023-10-13 05:32:08,-33.91893417,151.22932818,4.39,41.640,22.180,0.780,284,47,49,,
T,2023-10-13 05:32:09,-33.91893222,151.22931535,4.88,41.629,22.180,0.990,278,47,49,,
T,2023-10-13 05:32:10,-33.91892957,151.22930245,4.70,41.552,22.180,1.096,263,47,49,,
T,2023-10-13 05:32:11,-33.91892922,151.22929100,4.70,41.461,22.180,0.941,267,47,49,,
T,2023-10-13 05:32:12,-33.91892763,151.22928338,5.00,41.359,22.180,0.714,295,47,49,,
T,2023-10-13 05:32:13,-33.91892543,151.22927785,4.92,41.387,22.180,0.820,290,47,49,,
T,2023-10-13 05:32:14,-33.91892437,151.22927056,4.89,41.415,22.180,0.941,287,47,49,,
T,2023-10-13 05:32:15,-33.91892442,151.22926025,4.70,41.646,22.180,1.003,289,47,49,,
T,2023-10-13 05:32:16,-33.91892427,151.22925079,4.53,42.028,22.180,1.108,289,47,49,,
T,2023-10-13 05:32:17,-33.91892558,151.22924164,4.76,42.319,22.180,0.806,286,47,49,,
T,2023-10-13 05:32:18,-33.91892586,151.22923273,4.78,42.321,22.180,0.657,286,48,49,,
T,2023-10-13 05:32:19,-33.91892780,151.22922340,4.57,42.483,22.181,0.812,279,48,49,,
T,2023-10-13 05:32:20,-33.91892640,151.22921358,4.90,42.923,22.181,1.002,282,48,49,,
T,2023-10-13 05:32:21,-33.91892651,151.22920574,4.70,43.136,22.181,0.703,281,48,49,,
T,2023-10-13 05:32:22,-33.91892639,151.22920424,4.70,43.467,22.181,0.602,280,48,49,,
T,2023-10-13 05:32:23,-33.91892571,151.22920123,4.70,43.611,22.181,0.830,267,48,49,,
T,2023-10-13 05:32:24,-33.91892591,151.22919468,4.70,43.759,22.181,0.899,266,47,49,,
T,2023-10-13 05:32:25,-33.91892553,151.22918997,4.70,43.823,22.181,0.855,269,47,49,,
T,2023-10-13 05:32:26,-33.91892516,151.22918549,4.70,44.176,22.181,0.974,269,47,49,,
T,2023-10-13 05:32:27,-33.91892613,151.22917768,4.70,44.030,22.181,1.021,272,47,49,,
T,2023-10-13 05:32:28,-33.91892431,151.22916778,4.70,43.848,22.181,1.101,274,47,49,,
T,2023-10-13 05:32:29,-33.91892241,151.22915786,4.70,43.686,22.181,1.112,280,47,49,,
T,2023-10-13 05:32:30,-33.91892064,151.22915009,4.69,43.866,22.181,0.826,280,47,49,,
T,2023-10-13 05:32:31,-33.91891706,151.22914374,4.58,43.888,22.181,0.715,286,47,49,,
T,2023-10-13 05:32:32,-33.91891173,151.22914078,4.59,44.045,22.181,0.632,321,47,49,,
T,2023-10-13 05:32:33,-33.91890643,151.22913704,4.48,44.220,22.181,0.744,26,47,49,,
T,2023-10-13 05:32:34,-33.91890164,151.22913627,4.74,44.209,22.181,0.741,21,47,49,,
T,2023-10-13 05:32:35,-33.91889594,151.22913667,4.69,44.434,22.181,0.772,33,47,49,,
T,2023-10-13 05:32:36,-33.91888754,151.22913770,4.87,44.572,22.181,0.963,29,47,49,,
T,2023-10-13 05:32:37,-33.91887689,151.22913640,4.63,44.578,22.181,0.878,15,47,49,,
T,2023-10-13 05:32:38,-33.91886836,151.22913220,4.59,44.540,22.181,0.824,6,47,49,,
T,2023-10-13 05:32:39,-33.91885979,151.22912572,4.28,44.485,22.181,1.023,4,48,49,,
T,2023-10-13 05:32:40,-33.91885152,151.22911983,4.22,44.486,22.181,1.012,3,48,49,,
T,2023-10-13 05:32:41,-33.91884306,151.22911559,4.15,44.511,22.181,0.967,5,48,49,,
T,2023-10-13 05:32:42,-33.91883453,151.22911301,4.10,44.562,22.181,0.819,6,48,49,,
T,2023-10-13 05:32:43,-33.91882652,151.22911138,4.02,44.546,22.181,0.795,14,48,49,,
T,2023-10-13 05:32:44,-33.91881824,151.22911038,3.91,44.578,22.181,0.913,13,48,49,,
T,2023-10-13 05:32:45,-33.91880991,151.22910877,3.82,44.557,22.181,0.962,5,47,49,,
T,2023-10-13 05:32:46,-33.91880163,151.22910491,3.87,44.618,22.181,0.821,3,47,49,,
T,2023-10-13 05:32:47,-33.91879319,151.22910415,4.13,44.661,22.181,0.752,1,47,49,,
T,2023-10-13 05:32:48,-33.91878743,151.22910207,4.18,44.661,22.181,1.204,359,47,49,,
T,2023-10-13 05:32:49,-33.91878092,151.22910669,4.35,44.655,22.181,1.326,40,48,49,,
T,2023-10-13 05:32:50,-33.91877670,151.22911101,4.25,44.613,22.181,1.474,48,48,49,,
T,2023-10-13 05:32:51,-33.91877338,151.22911390,3.98,44.729,22.181,1.482,58,48,49,,
T,2023-10-13 05:32:52,-33.91876473,151.22912612,3.72,44.602,22.181,1.520,75,47,49,,
T,2023-10-13 05:32:53,-33.91876106,151.22913762,3.59,44.786,22.181,1.502,89,47,49,,
T,2023-10-13 05:32:54,-33.91875824,151.22915406,3.47,44.888,22.181,1.550,103,47,49,,
T,2023-10-13 05:32:55,-33.91875846,151.22916778,3.51,44.986,22.181,1.525,110,47,49,,
T,2023-10-13 05:32:56,-33.91876313,151.22917921,3.44,44.984,22.181,1.579,106,47,49,,
T,2023-10-13 05:32:57,-33.91876338,151.22919180,3.48,44.885,22.181,1.227,105,47,49,,
T,2023-10-13 05:32:58,-33.91876868,151.22920480,3.41,44.905,22.181,1.130,107,47,49,,
T,2023-10-13 05:32:59,-33.91877486,151.22921788,3.26,45.099,22.181,1.254,100,47,49,,
T,2023-10-13 05:33:00,-33.91877431,151.22923132,3.17,45.342,22.181,0.982,65,47,49,,
T,2023-10-13 05:33:01,-33.91877200,151.22924276,3.37,45.231,22.181,1.095,51,47,49,,
T,2023-10-13 05:33:02,-33.91877101,151.22925457,3.58,45.230,22.181,1.115,126,47,49,,
T,2023-10-13 05:33:03,-33.91877420,151.22926499,3.78,45.159,22.181,0.894,121,47,49,,
T,2023-10-13 05:33:04,-33.91877740,151.22927608,4.09,45.150,22.181,1.087,104,47,49,,
T,2023-10-13 05:33:05,-33.91877849,151.22928955,4.36,44.993,22.181,1.199,103,47,49,,
T,2023-10-13 05:33:06,-33.91877973,151.22930295,4.44,44.791,22.181,1.133,111,47,49,,
T,2023-10-13 05:33:07,-33.91877794,151.22931687,4.18,44.631,22.181,0.934,102,47,49,,
T,2023-10-13 05:33:08,-33.91877862,151.22932893,3.97,44.870,22.181,0.847,101,47,49,,
T,2023-10-13 05:33:09,-33.91878132,151.22934009,3.83,45.110,22.181,1.083,101,47,49,,
T,2023-10-13 05:33:10,-33.91878456,151.22935273,3.77,45.100,22.181,0.888,99,47,49,,
T,2023-10-13 05:33:11,-33.91878594,151.22936775,3.70,45.332,22.181,0.811,86,47,49,,
T,2023-10-13 05:33:12,-33.91878580,151.22937733,3.95,45.424,22.181,0.946,101,47,49,,
T,2023-10-13 05:33:13,-33.91878473,151.22939053,4.36,45.206,22.181,0.996,103,47,49,,
T,2023-10-13 05:33:14,-33.91878579,151.22940307,4.59,44.918,22.181,0.862,98,47,49,,
T,2023-10-13 05:33:15,-33.91878887,151.22941390,4.68,44.835,22.181,0.868,99,47,49,,
T,2023-10-13 05:33:16,-33.91879146,151.22942480,4.64,44.642,22.181,1.123,105,47,49,,
T,2023-10-13 05:33:17,-33.91879394,151.22943816,4.55,44.639,22.181,1.164,102,47,49,,
T,2023-10-13 05:33:18,-33.91879409,151.22945019,4.34,44.875,22.181,1.083,94,47,49,,
T,2023-10-13 05:33:19,-33.91879660,151.22946012,4.13,45.024,22.181,1.036,103,47,49,,
T,2023-10-13 05:33:20,-33.91879734,151.22947195,4.17,45.226,22.181,0.915,102,47,49,,
T,2023-10-13 05:33:21,-33.91879873,151.22948305,4.38,45.353,22.181,0.744,110,47,49,,
T,2023-10-13 05:33:22,-33.91879793,151.22949516,4.35,45.588,22.181,0.864,106,47,49,,
T,2023-10-13 05:33:23,-33.91879770,151.22950670,4.23,45.773,22.181,0.906,112,47,49,,
T,2023-10-13 05:33:24,-33.91880037,151.22951895,4.23,45.874,22.181,1.076,115,47,49,,
T,2023-10-13 05:33:25,-33.91880093,151.22953238,4.15,45.985,22.181,0.984,96,47,49,,
T,2023-10-13 05:33:26,-33.91879997,151.22954627,3.95,46.144,22.181,0.981,87,47,49,,
T,2023-10-13 05:33:27,-33.91879833,151.22955915,3.95,46.192,22.181,1.020,87,47,49,,
T,2023-10-13 05:33:28,-33.91879673,151.22957448,4.24,46.101,22.180,1.085,100,47,49,,
T,2023-10-13 05:33:29,-33.91879557,151.22959064,4.26,45.783,22.180,0.842,102,47,49,,
T,2023-10-13 05:33:30,-33.91879406,151.22960794,4.27,45.712,22.180,0.756,110,47,49,,
T,2023-10-13 05:33:31,-33.91879367,151.22962459,4.12,45.424,22.180,1.361,100,47,49,,
T,2023-10-13 05:33:32,-33.91879608,151.22963732,3.92,45.302,22.180,1.167,100,47,49,,
T,2023-10-13 05:33:33,-33.91879824,151.22964911,3.51,45.408,22.180,1.119,108,47,49,,
T,2023-10-13 05:33:34,-33.91880241,151.22965661,3.24,45.307,22.180,1.344,103,46,49,,
T,2023-10-13 05:33:35,-33.91880699,151.22966193,3.09,45.379,22.180,1.093,111,47,49,,
T,2023-10-13 05:33:36,-33.91880910,151.22967011,3.21,45.459,22.180,0.985,104,47,49,,
T,2023-10-13 05:33:37,-33.91881151,151.22967990,3.21,45.558,22.180,0.812,101,47,49,,
T,2023-10-13 05:33:38,-33.91881573,151.22969051,3.22,45.763,22.180,0.847,99,47,49,,
T,2023-10-13 05:33:39,-33.91881735,151.22969958,3.20,45.631,22.180,0.900,99,47,49,,
T,2023-10-13 05:33:40,-33.91881926,151.22970680,3.10,45.646,22.180,0.900,98,46,49,,
T,2023-10-13 05:33:41,-33.91882059,151.22971118,3.04,45.652,22.180,0.890,97,47,49,,
T,2023-10-13 05:33:42,-33.91882215,151.22972038,3.04,45.557,22.180,0.744,92,47,49,,
T,2023-10-13 05:33:43,-33.91882414,151.22973533,3.36,45.578,22.180,1.121,94,47,49,,
T,2023-10-13 05:33:44,-33.91882522,151.22975242,3.80,45.210,22.180,1.326,80,47,49,,
T,2023-10-13 05:33:45,-33.91882324,151.22976729,4.20,44.766,22.180,1.244,92,47,49,,
T,2023-10-13 05:33:46,-33.91882107,151.22978512,4.23,44.801,22.180,1.163,98,47,49,,
T,2023-10-13 05:33:47,-33.91882089,151.22980045,4.40,45.048,22.180,1.050,97,47,49,,
T,2023-10-13 05:33:48,-33.91882380,151.22981143,4.39,45.239,22.180,0.837,98,47,49,,
T,2023-10-13 05:33:49,-33.91882524,151.22982363,4.26,45.233,22.180,0.902,100,47,49,,
T,2023-10-13 05:33:50,-33.91883122,151.22983467,4.11,45.355,22.180,1.191,105,48,49,,
T,2023-10-13 05:33:51,-33.91883404,151.22984743,4.20,45.454,22.180,1.214,109,48,49,,
T,2023-10-13 05:33:52,-33.91883466,151.22985931,4.16,45.417,22.180,1.078,113,48,49,,
T,2023-10-13 05:33:53,-33.91883651,151.22987081,3.99,45.760,22.180,0.859,110,47,49,,
T,2023-10-13 05:33:54,-33.91883821,151.22988182,3.91,45.870,22.180,0.762,104,47,49,,
T,2023-10-13 05:33:55,-33.91883948,151.22989540,3.78,46.003,22.180,1.007,98,47,49,,
T,2023-10-13 05:33:56,-33.91884020,151.22991127,3.71,46.055,22.180,1.259,97,47,49,,
T,2023-10-13 05:33:57,-33.91884040,151.22992510,3.83,45.833,22.180,1.167,98,47,49,,
T,2023-10-13 05:33:58,-33.91883855,151.22993454,4.02,45.507,22.180,0.726,95,48,49,,
T,2023-10-13 05:33:59,-33.91883860,151.22994133,4.08,45.229,22.180,0.709,98,48,49,,
T,2023-10-13 05:34:00,-33.91883836,151.22994995,4.12,45.077,22.180,0.908,108,48,49,,
T,2023-10-13 05:34:01,-33.91883861,151.22995991,4.60,44.902,22.180,1.084,103,47,49,,
T,2023-10-13 05:34:02,-33.91884037,151.22996833,4.82,44.707,22.180,1.169,93,47,49,,
T,2023-10-13 05:34:03,-33.91884134,151.22997686,4.70,44.550,22.180,1.104,94,47,49,,
T,2023-10-13 05:34:04,-33.91884307,151.22998844,4.94,44.154,22.180,1.275,101,47,49,,
T,2023-10-13 05:34:05,-33.91884587,151.23000525,4.70,44.000,22.180,1.266,103,46,49,,
T,2023-10-13 05:34:06,-33.91885046,151.23001699,4.70,43.925,22.180,1.046,109,46,49,,
T,2023-10-13 05:34:07,-33.91886181,151.23003249,4.97,43.964,22.179,1.377,123,46,49,,
T,2023-10-13 05:34:08,-33.91886713,151.23004793,4.70,43.868,22.179,1.279,114,46,49,,
T,2023-10-13 05:34:09,-33.91886842,151.23005917,4.84,43.496,22.179,1.048,114,46,49,,
T,2023-10-13 05:34:10,-33.91886977,151.23006927,4.60,43.641,22.179,1.033,95,46,49,,
T,2023-10-13 05:34:11,-33.91887128,151.23007853,4.39,43.619,22.179,1.141,107,46,49,,
T,2023-10-13 05:34:12,-33.91887069,151.23009190,4.47,43.227,22.179,1.213,102,46,49,,
T,2023-10-13 05:34:13,-33.91886901,151.23010131,4.68,42.755,22.179,0.987,99,46,49,,
T,2023-10-13 05:34:14,-33.91886616,151.23010909,4.70,42.465,22.179,0.766,91,46,49,,
T,2023-10-13 05:34:15,-33.91886355,151.23011922,4.70,42.437,22.179,0.888,85,46,49,,
T,2023-10-13 05:34:16,-33.91886031,151.23013444,4.70,42.384,22.179,1.085,86,45,49,,
T,2023-10-13 05:34:17,-33.91885627,151.23015093,4.70,42.406,22.179,0.957,85,45,49,,
T,2023-10-13 05:34:18,-33.91885391,151.23016106,4.70,42.492,22.179,0.746,77,45,49,,
T,2023-10-13 05:34:19,-33.91884831,151.23016779,4.70,42.668,22.179,1.011,12,46,50,,
T,2023-10-13 05:34:20,-33.91883752,151.23016871,4.70,42.808,22.179,1.192,3,46,50,,
T,2023-10-13 05:34:21,-33.91882554,151.23016619,4.70,42.833,22.179,0.921,2,46,50,,
T,2023-10-13 05:34:22,-33.91881358,151.23016529,4.84,42.952,22.179,0.767,357,46,50,,
T,2023-10-13 05:34:23,-33.91879891,151.23015959,4.99,42.963,22.180,1.001,3,46,50,,
T,2023-10-13 05:34:24,-33.91878393,151.23015185,4.70,43.128,22.180,1.050,1,46,50,,
T,2023-10-13 05:34:25,-33.91877007,151.23014458,4.91,43.339,22.180,1.038,354,46,50,,
T,2023-10-13 05:34:26,-33.91875822,151.23013696,4.83,43.578,22.180,0.822,352,46,50,,
T,2023-10-13 05:34:27,-33.91874807,151.23012931,4.58,43.770,22.180,0.915,359,46,50,,
T,2023-10-13 05:34:28,-33.91873856,151.23012097,4.04,43.835,22.180,0.991,354,46,50,,
T,2023-10-13 05:34:29,-33.91872903,151.23011251,3.65,43.875,22.180,0.857,334,45,50,,
T,2023-10-13 05:34:30,-33.91872042,151.23010317,3.39,43.854,22.180,0.925,333,41,50,,
T,2023-10-13 05:34:31,-33.91871292,151.23009262,3.05,43.768,22.180,0.929,316,41,50,,
T,2023-10-13 05:34:32,-33.91870679,151.23008008,3.01,43.831,22.180,0.958,295,41,50,,
T,2023-10-13 05:34:33,-33.91870153,151.23006617,2.92,43.948,22.180,1.080,263,40,50,,
T,2023-10-13 05:34:34,-33.91869965,151.23005272,2.84,43.969,22.180,0.968,266,40,50,,
T,2023-10-13 05:34:35,-33.91869779,151.23003954,3.04,44.030,22.180,0.976,235,40,50,,
T,2023-10-13 05:34:36,-33.91869595,151.23002934,3.17,44.089,22.180,1.173,283,40,50,,
T,2023-10-13 05:34:37,-33.91869266,151.23002209,3.31,44.039,22.180,1.364,259,40,50,,
T,2023-10-13 05:34:38,-33.91869444,151.23001469,3.77,43.972,22.180,1.515,273,41,50,,
T,2023-10-13 05:34:39,-33.91869266,151.23000351,4.37,43.719,22.180,1.361,273,42,50,,
T,2023-10-13 05:34:40,-33.91869033,151.22999903,4.81,43.687,22.180,0.873,273,43,50,,
T,2023-10-13 05:34:41,-33.91868338,151.22999465,4.70,43.428,22.180,0.927,273,43,50,,
T,2023-10-13 05:34:42,-33.91867820,151.22998969,4.70,43.179,22.180,1.046,270,43,50,,
T,2023-10-13 05:34:43,-33.91867485,151.22998442,4.70,42.834,22.180,0.929,270,43,50,,
T,2023-10-13 05:34:44,-33.91866540,151.22997866,4.88,42.681,22.180,1.032,276,43,50,,
T,2023-10-13 05:34:45,-33.91864837,151.22996858,4.76,42.382,22.180,1.092,284,42,50,,
T,2023-10-13 05:34:46,-33.91863139,151.22996013,4.91,42.150,22.181,1.137,290,42,50,,
T,2023-10-13 05:34:47,-33.91862134,151.22995221,4.93,42.043,22.181,1.168,315,42,50,,
T,2023-10-13 05:34:48,-33.91861232,151.22994350,4.80,42.074,22.181,0.993,327,42,50,,
T,2023-10-13 05:34:49,-33.91860477,151.22993724,4.70,42.160,22.181,0.865,329,42,50,,
T,2023-10-13 05:34:50,-33.91859790,151.22992658,4.35,42.416,22.181,0.964,318,42,50,,
T,2023-10-13 05:34:51,-33.91859434,151.22991603,3.86,42.662,22.181,1.047,320,42,50,,
T,2023-10-13 05:34:52,-33.91859196,151.22990550,3.81,42.869,22.181,1.157,341,42,50,,
T,2023-10-13 05:34:53,-33.91858806,151.22989396,3.81,43.041,22.181,1.226,354,42,50,,
T,2023-10-13 05:34:54,-33.91858601,151.22988521,3.63,43.180,22.181,1.197,327,42,50,,
T,2023-10-13 05:34:55,-33.91858389,151.22988031,3.39,43.081,22.181,1.181,344,42,50,,
T,2023-10-13 05:34:56,-33.91857917,151.22987648,3.33,42.975,22.181,1.193,331,42,50,,
T,2023-10-13 05:34:57,-33.91857632,151.22986678,3.07,43.044,22.181,1.005,330,42,50,,
T,2023-10-13 05:34:58,-33.91857775,151.22985603,2.79,42.923,22.181,0.877,323,42,50,,
T,2023-10-13 05:34:59,-33.91857677,151.22984758,2.88,42.934,22.181,0.981,326,42,50,,
T,2023-10-13 05:35:00,-33.91856810,151.22984365,3.18,42.625,22.181,1.052,332,42,50,,
T,2023-10-13 05:35:01,-33.91856127,151.22983570,3.21,42.433,22.181,1.090,323,41,50,,
T,2023-10-13 05:35:02,-33.91855588,151.22982424,3.05,42.218,22.181,1.124,322,42,50,,
T,2023-10-13 05:35:03,-33.91854926,151.22981172,3.45,42.230,22.181,1.142,333,42,50,,
T,2023-10-13 05:35:04,-33.91853343,151.22979965,3.32,42.281,22.181,0.973,332,42,50,,
T,2023-10-13 05:35:05,-33.91852937,151.22978613,3.04,42.626,22.181,0.806,317,42,50,,
T,2023-10-13 05:35:06,-33.91852543,151.22977152,2.86,42.710,22.181,0.893,322,42,50,,
T,2023-10-13 05:35:07,-33.91852355,151.22976281,3.29,42.916,22.181,0.860,294,41,50,,
T,2023-10-13 05:35:08,-33.91852354,151.22975438,3.30,42.927,22.181,0.935,286,41,50,,
T,2023-10-13 05:35:09,-33.91852221,151.22974498,3.67,42.761,22.181,1.048,291,41,50,,
T,2023-10-13 05:35:10,-33.91851770,151.22973359,3.96,42.692,22.181,0.980,290,41,50,,
T,2023-10-13 05:35:11,-33.91851982,151.22971867,4.32,42.630,22.181,0.860,289,41,50,,
T,2023-10-13 05:35:12,-33.91852415,151.22970475,4.14,42.468,22.181,0.825,288,41,50,,
T,2023-10-13 05:35:13,-33.91852656,151.22969464,4.09,42.332,22.181,0.694,267,41,50,,
T,2023-10-13 05:35:14,-33.91852886,151.22968438,4.10,42.125,22.181,0.735,267,41,50,,
T,2023-10-13 05:35:15,-33.91853078,151.22967443,4.23,42.068,22.181,0.653,274,42,50,,
T,2023-10-13 05:35:16,-33.91853086,151.22966233,4.51,41.875,22.181,0.692,273,42,50,,
T,2023-10-13 05:35:17,-33.91852942,151.22964970,4.96,41.720,22.182,0.666,280,42,50,,
T,2023-10-13 05:35:18,-33.91852781,151.22963647,4.70,41.434,22.182,0.791,287,42,50,,
T,2023-10-13 05:35:19,-33.91852449,151.22962493,4.70,41.115,22.182,0.841,272,41,50,,
T,2023-10-13 05:35:20,-33.91852519,151.22961302,4.70,40.751,22.182,0.878,280,41,50,,
T,2023-10-13 05:35:21,-33.91852476,151.22960072,4.70,40.178,22.182,1.000,282,41,50,,
T,2023-10-13 05:35:22,-33.91852283,151.22958604,4.70,39.786,22.182,0.874,283,41,50,,
T,2023-10-13 05:35:23,-33.91852163,151.22957414,4.70,39.427,22.182,0.754,283,41,50,,
T,2023-10-13 05:35:24,-33.91851862,151.22956454,4.76,39.181,22.182,0.846,283,43,50,,
T,2023-10-13 05:35:25,-33.91851621,151.22955615,4.49,38.906,22.182,0.878,277,43,50,,
T,2023-10-13 05:35:26,-33.91851273,151.22954667,4.24,38.716,22.182,0.934,281,43,50,,
T,2023-10-13 05:35:27,-33.91850863,151.22953605,3.81,38.446,22.182,1.066,282,43,50,,
T,2023-10-13 05:35:28,-33.91850632,151.22952528,3.60,38.180,22.182,0.932,282,43,50,,
T,2023-10-13 05:35:29,-33.91850374,151.22951351,3.34,38.103,22.182,0.798,281,44,51,,
T,2023-10-13 05:35:30,-33.91850068,151.22950231,3.05,38.027,22.182,0.892,293,43,51,,
T,2023-10-13 05:35:31,-33.91849693,151.22949365,2.60,37.844,22.182,0.817,290,43,51,,
T,2023-10-13 05:35:32,-33.91849239,151.22948338,2.58,37.822,22.182,0.890,273,43,51,,
T,2023-10-13 05:35:33,-33.91848839,151.22947059,2.54,37.807,22.182,0.939,285,44,51,,
T,2023-10-13 05:35:34,-33.91848700,151.22945943,2.92,37.610,22.182,0.748,286,44,51,,
T,2023-10-13 05:35:35,-33.91848553,151.22944796,3.52,37.348,22.182,0.773,291,43,50,,
T,2023-10-13 05:35:36,-33.91848517,151.22943713,4.24,37.187,22.182,0.855,289,44,50,,
T,2023-10-13 05:35:37,-33.91849964,151.22942409,4.47,37.354,22.182,0.872,272,44,50,,
T,2023-10-13 05:35:38,-33.91851456,151.22941002,4.74,37.494,22.182,0.930,281,44,50,,
T,2023-10-13 05:35:39,-33.91851659,151.22939567,4.69,37.397,22.182,0.954,274,45,50,,
T,2023-10-13 05:35:40,-33.91851978,151.22937909,4.42,37.464,22.182,0.855,273,45,50,,
T,2023-10-13 05:35:41,-33.91852090,151.22936346,4.23,37.595,22.182,0.810,287,45,50,,
T,2023-10-13 05:35:42,-33.91853324,151.22934683,4.12,38.024,22.182,0.942,272,45,50,,
T,2023-10-13 05:35:43,-33.91854716,151.22932881,4.08,38.321,22.182,0.951,269,48,50,,
T,2023-10-13 05:35:44,-33.91855080,151.22931286,4.07,38.526,22.182,0.952,279,48,50,,
T,2023-10-13 05:35:45,-33.91855317,151.22929674,4.22,38.792,22.182,1.048,298,48,50,,
T,2023-10-13 05:35:46,-33.91855876,151.22928052,4.55,39.048,22.182,0.925,296,48,50,,
T,2023-10-13 05:35:47,-33.91856553,151.22926304,4.82,39.468,22.182,1.135,264,48,50,,
T,2023-10-13 05:35:48,-33.91857141,151.22924872,4.87,39.813,22.182,1.383,273,48,50,,
T,2023-10-13 05:35:49,-33.91857202,151.22923902,4.90,40.194,22.182,1.144,267,47,50,,
T,2023-10-13 05:35:50,-33.91857182,151.22922801,4.98,40.540,22.182,1.083,278,47,50,,
T,2023-10-13 05:35:51,-33.91857216,151.22921609,4.66,40.722,22.182,0.806,275,47,50,,
T,2023-10-13 05:35:52,-33.91857100,151.22920364,4.70,40.725,22.182,0.927,277,47,50,,
T,2023-10-13 05:35:53,-33.91856863,151.22919633,4.66,40.882,22.182,0.816,281,47,50,,
T,2023-10-13 05:35:54,-33.91856806,151.22919129,4.85,40.926,22.182,0.679,293,47,50,,
T,2023-10-13 05:35:55,-33.91856633,151.22918627,4.56,41.061,22.182,0.700,276,48,50,,
T,2023-10-13 05:35:56,-33.91856705,151.22917656,4.71,41.239,22.182,0.898,277,48,50,,
